user_id,signup_date,country,device,acquisition_channel
2024,2024-01-12,India,Mobile,organic
2025,2024-01-01,US,mobile,organic
2026,2024-01-24,US,Mobile,organic
2027,2024-03-21,,Mobile,organic
2028,2024-01-24,India,MOBILE,ads
2029,2024-03-08,UK,mobile,organic
2030,2024-03-23,UK,Mobile,organic
2031,2024-01-12,India,Mobile,ads
2032,2024-03-02,UK,desktop,organic
2033,2024-02-26,India,Mobile,ads
2034,2024-01-29,UK,MOBILE,ads
2035,2024-02-06,,MOBILE,ads
2036,2024-03-11,US,mobile,referral
2037,2024-02-10,UK,MOBILE,organic
2038,2024-01-26,India,Mobile,referral
2039,2024-01-29,India,desktop,ads
2040,2024-02-27,,mobile,referral
2041,2024-01-30,US,mobile,ads
2042,2024-03-05,US,desktop,ads
2043,2024-01-11,US,mobile,organic
2044,2024-03-05,India,desktop,organic
2045,2024-01-31,US,Mobile,organic
2046,2024-02-05,,mobile,ads
2047,2024-01-25,US,desktop,organic
2048,2024-02-05,UK,mobile,ads
2049,2024-03-29,UK,Mobile,organic
2050,2024-01-14,India,mobile,organic
2051,2024-01-16,UK,MOBILE,organic
2052,2024-01-08,US,mobile,ads
2053,2024-03-06,UK,MOBILE,ads
2054,2024-01-22,US,Mobile,ads
2055,2024-01-05,India,Mobile,organic
2056,2024-03-18,US,Mobile,ads
2057,2024-02-17,UK,MOBILE,organic
2058,2024-02-12,US,mobile,ads
2059,2024-03-27,US,Mobile,ads
2060,2024-03-14,India,MOBILE,ads
2061,2024-03-28,UK,Mobile,referral
2062,2024-02-27,UK,mobile,organic
2063,2024-01-06,US,mobile,organic
2064,2024-03-19,US,Mobile,organic
2065,2024-03-10,US,desktop,ads
2066,2024-02-15,India,MOBILE,organic
2067,2024-01-12,US,Mobile,organic
2068,2024-02-05,India,mobile,referral
2069,2024-02-10,UK,MOBILE,organic
2070,2024-01-31,US,mobile,organic
2071,2024-01-02,UK,Mobile,ads
2072,2024-03-10,UK,Mobile,organic
2073,2024-01-10,India,mobile,referral
2074,2024-03-11,India,desktop,organic
2075,2024-03-28,US,MOBILE,organic
2076,2024-01-26,India,desktop,organic
2077,2024-01-11,US,MOBILE,organic
2078,2024-01-02,US,mobile,referral
2079,2024-03-28,India,MOBILE,ads
2080,2024-03-22,UK,desktop,organic
2081,2024-01-14,UK,Mobile,organic
2082,2024-02-24,UK,MOBILE,ads
2083,2024-02-23,US,MOBILE,organic
2084,2024-03-05,India,Mobile,organic
2085,2024-01-29,UK,desktop,organic
2086,2024-02-11,US,Mobile,organic
2087,2024-01-10,UK,desktop,organic
2088,2024-02-11,UK,MOBILE,organic
2089,2024-01-26,UK,MOBILE,ads
2090,2024-01-02,US,MOBILE,ads
2091,2024-02-21,India,desktop,organic
2092,2024-02-18,UK,MOBILE,ads
2093,2024-02-09,US,mobile,organic
2094,2024-01-22,India,desktop,referral
2095,2024-03-13,India,MOBILE,organic
2096,2024-01-07,US,MOBILE,ads
2097,2024-02-06,UK,desktop,organic
2098,2024-03-21,US,desktop,organic
2099,2024-03-01,US,desktop,referral
2100,2024-01-20,India,Mobile,referral
2101,2024-01-24,India,mobile,ads
2102,2024-03-29,India,mobile,organic
2103,2024-03-06,India,desktop,organic
2104,2024-01-28,UK,Mobile,organic
2105,2024-03-05,UK,mobile,organic
2106,2024-01-15,,mobile,organic
2107,2024-01-22,US,Mobile,organic
2108,2024-01-23,,Mobile,referral
2109,2024-02-03,,MOBILE,organic
2110,2024-02-20,UK,mobile,organic
2111,2024-02-10,US,desktop,referral
2112,2024-02-05,UK,MOBILE,organic
2113,2024-02-17,US,MOBILE,ads
2114,2024-03-26,UK,Mobile,organic
2115,2024-02-11,India,Mobile,referral
2116,2024-02-08,US,Mobile,ads
2117,2024-01-15,US,mobile,organic
2118,2024-03-27,UK,MOBILE,referral
2119,2024-02-02,US,mobile,organic
2120,2024-03-24,US,mobile,ads
2121,2024-01-15,India,Mobile,referral
2122,2024-01-17,US,mobile,ads
2123,2024-01-28,India,Mobile,ads
2124,2024-03-04,UK,Mobile,referral
2125,2024-01-08,US,Mobile,organic
2126,2024-03-10,India,mobile,ads
2127,2024-02-17,US,mobile,organic
2128,2024-02-23,UK,Mobile,ads
2129,2024-03-27,UK,desktop,referral
2130,2024-01-22,India,desktop,organic
2131,2024-02-01,India,MOBILE,referral
2132,2024-03-12,UK,mobile,organic
2133,2024-02-13,UK,desktop,organic
2134,2024-01-19,US,Mobile,ads
2135,2024-02-12,,mobile,ads
2136,2024-02-19,India,desktop,ads
2137,2024-01-31,US,MOBILE,ads
2138,2024-03-10,India,desktop,organic
2139,2024-01-17,UK,Mobile,organic
2140,2024-03-03,US,MOBILE,organic
2141,2024-03-15,UK,desktop,organic
2142,2024-03-29,,desktop,organic
2143,2024-01-23,UK,mobile,organic
2144,2024-01-16,India,mobile,ads
2145,2024-03-17,UK,MOBILE,organic
2146,2024-03-12,India,MOBILE,organic
2147,2024-02-23,UK,MOBILE,organic
2148,2024-03-05,India,Mobile,ads
2149,2024-01-10,India,desktop,organic
2150,2024-02-14,UK,Mobile,ads
2151,2024-02-10,UK,desktop,referral
2152,2024-01-14,US,desktop,organic
2153,2024-02-11,UK,desktop,organic
2154,2024-03-03,UK,MOBILE,organic
2155,2024-01-03,India,Mobile,organic
2156,2024-01-17,UK,mobile,organic
2157,2024-01-21,India,MOBILE,organic
2158,2024-02-04,UK,desktop,organic
2159,2024-01-08,UK,MOBILE,ads
2160,2024-02-16,UK,MOBILE,organic
2161,2024-03-25,UK,MOBILE,ads
2162,2024-03-17,UK,MOBILE,ads
2163,2024-03-17,UK,desktop,organic
2164,2024-03-17,US,desktop,organic
2165,2024-03-23,US,mobile,organic
2166,2024-03-06,US,desktop,organic
2167,2024-03-13,UK,mobile,organic
2168,2024-01-15,US,mobile,referral
2169,2024-03-02,India,Mobile,referral
2170,2024-01-16,UK,MOBILE,referral
2171,2024-01-03,US,MOBILE,organic
2172,2024-03-20,US,mobile,ads
2173,2024-02-18,US,mobile,referral
2174,2024-03-16,UK,Mobile,organic
2175,2024-01-23,UK,mobile,referral
2176,2024-03-19,US,MOBILE,organic
2177,2024-03-04,India,MOBILE,referral
2178,2024-02-13,US,Mobile,organic
2179,2024-02-21,UK,mobile,ads
2180,2024-01-22,US,MOBILE,organic
2181,2024-03-13,UK,Mobile,referral
2182,2024-03-01,US,MOBILE,organic
2183,2024-03-01,India,desktop,ads
2184,2024-02-23,UK,desktop,organic
2185,2024-03-22,UK,mobile,referral
2186,2024-03-05,India,Mobile,organic
2187,2024-01-05,UK,mobile,organic
2188,2024-01-15,US,mobile,organic
2189,2024-01-30,India,Mobile,organic
2190,2024-02-10,India,desktop,ads
2191,2024-03-25,India,mobile,organic
2192,2024-02-20,UK,mobile,ads
2193,2024-03-05,US,Mobile,ads
2194,2024-02-09,US,Mobile,organic
2195,2024-03-08,US,MOBILE,organic
2196,2024-01-10,India,desktop,ads
2197,2024-03-15,UK,desktop,referral
2198,2024-03-03,UK,MOBILE,ads
2199,2024-01-11,UK,desktop,referral
2200,2024-03-29,UK,MOBILE,organic
2201,2024-01-01,India,Mobile,referral
2202,2024-01-05,US,Mobile,organic
2203,2024-02-19,UK,desktop,organic
2204,2024-01-01,US,mobile,referral
2205,2024-03-30,India,MOBILE,ads
2206,2024-01-24,US,Mobile,organic
2207,2024-02-03,India,desktop,organic
2208,2024-03-12,US,MOBILE,referral
2209,2024-03-05,India,Mobile,ads
2210,2024-03-30,UK,Mobile,organic
2211,2024-03-19,US,desktop,ads
2212,2024-01-24,US,Mobile,ads
2213,2024-01-15,India,Mobile,organic
2214,2024-02-21,UK,mobile,organic
2215,2024-02-13,US,mobile,referral
2216,2024-03-22,UK,Mobile,referral
2217,2024-03-16,India,MOBILE,referral
2218,2024-02-23,India,Mobile,organic
2219,2024-01-10,US,mobile,organic
2220,2024-01-30,India,Mobile,organic
2221,2024-03-19,India,mobile,referral
2222,2024-03-08,US,Mobile,ads
2223,2024-01-23,UK,mobile,organic
2224,2024-03-26,UK,desktop,organic
2225,2024-02-02,India,mobile,organic
2226,2024-03-22,India,desktop,ads
2227,2024-01-30,India,MOBILE,organic
2228,2024-02-26,India,Mobile,ads
2229,2024-01-13,UK,Mobile,organic
2230,2024-03-04,US,desktop,referral
2231,2024-02-04,UK,MOBILE,organic
2232,2024-03-25,UK,MOBILE,ads
2233,2024-01-28,,desktop,referral
2234,2024-03-19,UK,Mobile,organic
2235,2024-01-06,US,mobile,ads
2236,2024-02-07,US,MOBILE,organic
2237,2024-02-20,UK,Mobile,ads
2238,2024-02-28,US,MOBILE,organic
2239,2024-01-13,UK,Mobile,organic
2240,2024-03-23,India,mobile,referral
2241,2024-03-22,India,desktop,organic
2242,2024-03-08,US,mobile,organic
2243,2024-03-08,India,Mobile,organic
2244,2024-01-02,US,mobile,organic
2245,2024-03-12,US,mobile,ads
2246,2024-01-01,India,Mobile,referral
2247,2024-03-08,India,Mobile,organic
2248,2024-02-07,UK,MOBILE,ads
2249,2024-01-10,India,mobile,referral
2250,2024-01-30,US,Mobile,organic
2251,2024-01-31,US,Mobile,organic
2252,2024-01-23,India,MOBILE,referral
2253,2024-02-10,UK,Mobile,organic
2254,2024-01-17,UK,Mobile,ads
2255,2024-03-19,India,Mobile,ads
2256,2024-03-30,UK,MOBILE,referral
2257,2024-01-04,US,MOBILE,organic
2258,2024-03-20,India,Mobile,organic
2259,2024-03-13,UK,MOBILE,organic
2260,2024-01-03,UK,desktop,ads
2261,2024-01-15,,desktop,referral
2262,2024-03-11,US,MOBILE,organic
2263,2024-02-08,UK,desktop,organic
2264,2024-01-04,UK,mobile,referral
2265,2024-03-26,UK,Mobile,ads
2266,2024-02-05,,desktop,ads
2267,2024-01-13,UK,Mobile,organic
2268,2024-03-10,India,MOBILE,ads
2269,2024-02-06,India,desktop,organic
2270,2024-02-16,UK,desktop,referral
2271,2024-03-04,India,MOBILE,organic
2272,2024-03-21,US,MOBILE,ads
2273,2024-03-05,UK,desktop,organic
2274,2024-03-17,India,mobile,ads
2275,2024-02-10,US,mobile,referral
2276,2024-02-18,UK,mobile,organic
2277,2024-03-28,India,mobile,organic
2278,2024-01-01,India,desktop,referral
2279,2024-01-19,US,mobile,referral
2280,2024-03-13,India,MOBILE,organic
2281,2024-03-01,UK,MOBILE,organic
2282,2024-02-19,UK,mobile,organic
2283,2024-03-21,India,desktop,organic
2284,2024-02-02,US,Mobile,organic
2285,2024-01-24,,desktop,ads
2286,2024-03-05,US,mobile,organic
2287,2024-01-17,UK,MOBILE,ads
2288,2024-02-20,India,desktop,ads
2289,2024-01-31,India,desktop,ads
2290,2024-02-01,UK,mobile,organic
2291,2024-03-01,US,desktop,ads
2292,2024-01-04,India,Mobile,referral
2293,2024-03-15,UK,MOBILE,referral
2294,2024-01-17,US,desktop,organic
2295,2024-01-22,UK,MOBILE,referral
2296,2024-02-06,UK,Mobile,organic
2297,2024-03-20,,mobile,ads
2298,2024-03-21,UK,desktop,ads
2299,2024-03-03,UK,mobile,ads
2300,2024-02-12,UK,mobile,ads
2301,2024-03-25,US,mobile,ads
2302,2024-03-20,UK,desktop,ads
2303,2024-03-12,India,desktop,organic
2304,2024-03-21,India,Mobile,organic
2305,2024-01-13,US,mobile,ads
2306,2024-02-23,India,desktop,referral
2307,2024-01-02,UK,Mobile,organic
2308,2024-03-18,,mobile,organic
2309,2024-01-07,UK,mobile,organic
2310,2024-02-16,US,mobile,organic
2311,2024-01-19,India,desktop,ads
2312,2024-02-18,US,mobile,ads
2313,2024-01-23,US,desktop,organic
2314,2024-02-28,UK,desktop,organic
2315,2024-02-26,US,desktop,organic
2316,2024-02-14,India,mobile,organic
2317,2024-02-21,US,MOBILE,organic
2318,2024-02-13,India,MOBILE,organic
2319,2024-03-09,India,MOBILE,organic
2320,2024-02-20,US,Mobile,organic
2321,2024-03-07,India,desktop,ads
2322,2024-01-18,India,MOBILE,organic
2323,2024-02-28,India,Mobile,ads
2324,2024-03-23,India,mobile,organic
2325,2024-03-30,India,desktop,ads
2326,2024-02-02,US,Mobile,referral
2327,2024-01-23,India,mobile,organic
2328,2024-03-25,UK,desktop,organic
2329,2024-03-28,US,mobile,referral
2330,2024-02-29,,MOBILE,organic
2331,2024-01-19,,desktop,organic
2332,2024-02-26,India,MOBILE,organic
2333,2024-03-17,UK,MOBILE,ads
2334,2024-02-08,US,mobile,organic
2335,2024-01-31,UK,mobile,ads
2336,2024-03-17,UK,MOBILE,organic
2337,2024-03-17,US,desktop,organic
2338,2024-02-18,US,Mobile,ads
2339,2024-01-13,UK,mobile,referral
2340,2024-03-07,UK,Mobile,organic
2341,2024-03-26,UK,Mobile,ads
2342,2024-01-18,India,mobile,organic
2343,2024-03-09,UK,mobile,ads
2344,2024-02-21,US,mobile,organic
2345,2024-03-09,UK,desktop,referral
2346,2024-01-04,India,MOBILE,ads
2347,2024-02-02,India,MOBILE,referral
2348,2024-03-30,UK,desktop,organic
2349,2024-02-11,India,desktop,ads
2350,2024-03-30,US,Mobile,referral
2351,2024-03-18,UK,desktop,ads
2352,2024-01-24,UK,desktop,organic
2353,2024-01-21,India,Mobile,organic
2354,2024-02-02,UK,MOBILE,organic
2355,2024-03-24,UK,mobile,organic
2356,2024-03-29,UK,Mobile,ads
2357,2024-03-10,US,mobile,organic
2358,2024-03-24,UK,Mobile,ads
2359,2024-02-25,UK,MOBILE,ads
2360,2024-02-06,US,mobile,ads
2361,2024-01-04,US,desktop,referral
2362,2024-02-06,India,mobile,organic
2363,2024-01-12,US,MOBILE,organic
2364,2024-02-07,UK,desktop,organic
2365,2024-03-24,UK,mobile,ads
2366,2024-03-04,US,MOBILE,ads
2367,2024-02-12,UK,MOBILE,ads
2368,2024-01-19,US,mobile,ads
2369,2024-01-27,US,mobile,organic
2370,2024-03-20,UK,Mobile,ads
2371,2024-03-16,India,Mobile,organic
2372,2024-03-20,UK,desktop,referral
2373,2024-02-23,India,Mobile,organic
2374,2024-03-09,US,Mobile,organic
2375,2024-02-02,UK,mobile,ads
2376,2024-01-16,UK,Mobile,organic
2377,2024-01-07,UK,mobile,organic
2378,2024-03-29,UK,desktop,organic
2379,2024-02-21,UK,MOBILE,ads
2380,2024-03-04,,mobile,referral
2381,2024-01-05,India,Mobile,ads
2382,2024-03-26,UK,MOBILE,organic
2383,2024-03-22,UK,Mobile,ads
2384,2024-02-14,UK,desktop,referral
2385,2024-03-09,UK,Mobile,referral
2386,2024-03-01,India,desktop,referral
2387,2024-03-17,US,desktop,organic
2388,2024-03-01,UK,mobile,ads
2389,2024-02-18,US,desktop,ads
2390,2024-02-19,India,desktop,ads
2391,2024-01-08,UK,mobile,organic
2392,2024-03-17,UK,mobile,ads
2393,2024-01-07,UK,Mobile,ads
2394,2024-03-21,US,desktop,organic
2395,2024-03-20,UK,desktop,referral
2396,2024-03-19,UK,MOBILE,ads
2397,2024-03-12,US,MOBILE,ads
2398,2024-01-10,UK,mobile,organic
2399,2024-01-01,India,Mobile,organic
2400,2024-02-04,US,Mobile,organic
2401,2024-03-22,UK,mobile,ads
2402,2024-02-09,UK,desktop,ads
2403,2024-01-19,UK,Mobile,referral
2404,2024-02-10,US,mobile,ads
2405,2024-02-05,India,mobile,referral
2406,2024-03-18,UK,desktop,ads
2407,2024-03-23,US,MOBILE,organic
2408,2024-01-09,India,desktop,organic
2409,2024-02-15,US,MOBILE,organic
2410,2024-01-23,India,desktop,organic
2411,2024-03-01,,desktop,organic
2412,2024-01-01,India,desktop,ads
2413,2024-03-06,India,MOBILE,organic
2414,2024-03-21,UK,Mobile,referral
2415,2024-03-26,India,MOBILE,organic
2416,2024-01-02,India,desktop,ads
2417,2024-03-30,India,MOBILE,ads
2418,2024-01-24,UK,mobile,organic
2419,2024-02-20,US,mobile,organic
2420,2024-03-01,US,mobile,organic
2421,2024-03-16,UK,mobile,referral
2422,2024-02-07,India,mobile,ads
2423,2024-03-29,UK,desktop,ads
2424,2024-03-20,UK,MOBILE,ads
2425,2024-02-12,UK,mobile,referral
2426,2024-02-19,India,Mobile,referral
2427,2024-01-13,UK,desktop,organic
2428,2024-01-22,India,MOBILE,referral
2429,2024-02-04,India,Mobile,ads
2430,2024-02-15,UK,mobile,referral
2431,2024-03-10,India,mobile,ads
2432,2024-02-16,UK,desktop,organic
2433,2024-02-15,UK,mobile,ads
2434,2024-01-19,India,mobile,organic
2435,2024-01-03,UK,mobile,organic
2436,2024-03-10,UK,mobile,organic
2437,2024-01-16,UK,mobile,referral
2438,2024-03-17,US,mobile,organic
2439,2024-01-30,US,Mobile,organic
2440,2024-02-29,US,mobile,organic
2441,2024-02-28,India,mobile,ads
2442,2024-03-03,US,mobile,ads
2443,2024-03-11,UK,mobile,referral
2444,2024-03-16,UK,mobile,organic
2445,2024-03-08,India,MOBILE,organic
2446,2024-01-04,India,mobile,organic
2447,2024-01-01,India,desktop,ads
2448,2024-01-17,US,mobile,ads
2449,2024-01-13,India,desktop,ads
2450,2024-03-17,UK,Mobile,referral
2451,2024-01-18,India,MOBILE,organic
2452,2024-02-11,UK,Mobile,referral
2453,2024-03-23,US,desktop,ads
2454,2024-02-24,India,mobile,referral
2455,2024-03-20,India,MOBILE,ads
2456,2024-01-06,US,MOBILE,organic
2457,2024-01-18,,mobile,organic
2458,2024-01-08,UK,Mobile,referral
2459,2024-01-03,UK,Mobile,ads
2460,2024-02-21,India,mobile,organic
2461,2024-02-07,UK,desktop,ads
2462,2024-01-31,US,Mobile,organic
2463,2024-01-18,US,MOBILE,ads
2464,2024-01-27,UK,MOBILE,ads
2465,2024-02-04,UK,mobile,referral
2466,2024-03-16,India,MOBILE,organic
2467,2024-02-20,UK,Mobile,referral
2468,2024-02-13,India,mobile,organic
2469,2024-01-25,UK,MOBILE,organic
2470,2024-02-25,US,Mobile,organic
2471,2024-01-07,India,MOBILE,ads
2472,2024-01-26,India,Mobile,ads
2473,2024-03-11,UK,MOBILE,organic
2474,2024-02-20,US,Mobile,referral
2475,2024-01-27,UK,MOBILE,organic
2476,2024-01-14,UK,Mobile,ads
2477,2024-03-19,India,Mobile,organic
2478,2024-03-17,US,desktop,referral
2479,2024-01-24,US,desktop,ads
2480,2024-02-10,India,mobile,referral
2481,2024-02-14,UK,desktop,ads
2482,2024-01-19,India,MOBILE,organic
2483,2024-01-26,UK,MOBILE,ads
2484,2024-03-20,UK,MOBILE,referral
2485,2024-02-12,India,Mobile,ads
2486,2024-01-24,India,MOBILE,referral
2487,2024-02-13,India,mobile,ads
2488,2024-01-29,US,desktop,organic
2489,2024-02-22,India,Mobile,organic
2490,2024-01-07,India,mobile,organic
2491,2024-02-10,UK,Mobile,referral
2492,2024-03-09,India,Mobile,organic
2493,2024-02-01,US,desktop,organic
2494,2024-02-04,India,MOBILE,referral
2495,2024-02-10,UK,mobile,organic
2496,2024-01-02,US,desktop,organic
2497,2024-03-20,India,Mobile,referral
2498,2024-03-24,UK,desktop,ads
2499,2024-01-17,UK,mobile,organic
2500,2024-02-21,UK,mobile,organic
2501,2024-01-31,India,mobile,ads
2502,2024-01-13,US,MOBILE,ads
2503,2024-03-12,US,Mobile,organic
2504,2024-01-21,India,Mobile,referral
2505,2024-01-20,US,mobile,organic
2506,2024-02-15,India,MOBILE,organic
2507,2024-03-12,UK,Mobile,organic
2508,2024-03-22,US,mobile,organic
2509,2024-03-03,UK,Mobile,organic
2510,2024-01-10,US,Mobile,referral
2511,2024-03-04,UK,desktop,ads
2512,2024-02-02,India,Mobile,organic
2513,2024-03-05,UK,Mobile,organic
2514,2024-03-23,India,MOBILE,referral
2515,2024-03-03,UK,mobile,organic
2516,2024-01-08,India,mobile,organic
2517,2024-02-08,UK,MOBILE,organic
2518,2024-02-16,India,mobile,organic
2519,2024-03-06,US,mobile,referral
2520,2024-03-24,US,desktop,organic
2521,2024-02-02,UK,mobile,organic
2522,2024-02-10,India,desktop,ads
2523,2024-01-10,US,mobile,referral
2524,2024-01-17,UK,desktop,organic
2525,2024-03-20,US,Mobile,referral
2526,2024-03-10,India,MOBILE,organic
2527,2024-03-17,US,desktop,ads
2528,2024-01-26,US,mobile,referral
2529,2024-03-14,India,desktop,organic
2530,2024-02-21,UK,desktop,ads
2531,2024-03-29,India,MOBILE,referral
2532,2024-01-10,India,desktop,organic
2533,2024-03-30,UK,desktop,organic
2534,2024-02-23,,mobile,organic
2535,2024-03-08,India,Mobile,organic
2536,2024-01-19,India,mobile,ads
2537,2024-01-23,UK,Mobile,referral
2538,2024-03-08,India,MOBILE,organic
2539,2024-03-30,UK,MOBILE,organic
2540,2024-01-09,US,desktop,referral
2541,2024-03-09,UK,desktop,organic
2542,2024-03-08,UK,mobile,ads
2543,2024-01-10,UK,mobile,ads
2544,2024-02-20,India,desktop,referral
2545,2024-03-10,US,MOBILE,ads
2546,2024-03-29,India,desktop,referral
2547,2024-02-17,India,Mobile,organic
2548,2024-03-14,UK,desktop,organic
2549,2024-01-16,US,Mobile,organic
2550,2024-02-10,UK,desktop,organic
2551,2024-02-24,UK,desktop,organic
2552,2024-02-28,UK,MOBILE,referral
2553,2024-01-19,India,MOBILE,referral
2554,2024-01-01,India,Mobile,organic
2555,2024-03-28,India,Mobile,organic
2556,2024-03-23,India,desktop,organic
2557,2024-02-02,US,mobile,referral
2558,2024-01-10,India,desktop,organic
2559,2024-02-06,India,desktop,organic
2560,2024-03-20,UK,mobile,organic
2561,2024-03-28,US,MOBILE,organic
2562,2024-02-04,UK,mobile,organic
2563,2024-03-30,India,MOBILE,referral
2564,2024-03-29,US,desktop,referral
2565,2024-01-07,UK,mobile,referral
2566,2024-01-12,US,MOBILE,organic
2567,2024-03-23,US,MOBILE,ads
2568,2024-03-01,UK,desktop,organic
2569,2024-02-04,US,desktop,ads
2570,2024-02-28,India,desktop,organic
2571,2024-02-21,India,mobile,ads
2572,2024-02-01,India,desktop,ads
2573,2024-01-04,India,Mobile,ads
2574,2024-02-25,India,mobile,organic
2575,2024-01-15,UK,mobile,ads
2576,2024-01-03,UK,MOBILE,ads
2577,2024-01-28,,desktop,organic
2578,2024-02-05,US,desktop,organic
2579,2024-01-17,,mobile,organic
2580,2024-02-25,US,Mobile,ads
2581,2024-02-17,India,Mobile,organic
2582,2024-02-08,UK,mobile,ads
2583,2024-03-11,India,desktop,organic
2584,2024-03-11,India,mobile,ads
2585,2024-02-17,India,MOBILE,organic
2586,2024-01-09,UK,desktop,organic
2587,2024-01-09,India,Mobile,organic
2588,2024-01-11,India,mobile,organic
2589,2024-01-13,UK,mobile,referral
2590,2024-02-19,UK,MOBILE,organic
2591,2024-01-12,UK,mobile,ads
2592,2024-01-02,India,mobile,ads
2593,2024-01-09,US,desktop,organic
2594,2024-03-16,US,desktop,organic
2595,2024-01-19,UK,Mobile,ads
2596,2024-02-11,,desktop,organic
2597,2024-01-18,UK,MOBILE,organic
2598,2024-02-24,India,desktop,referral
2599,2024-02-21,India,desktop,organic
2600,2024-01-09,US,desktop,organic
2601,2024-02-22,India,MOBILE,ads
2602,2024-02-09,US,desktop,organic
2603,2024-03-09,UK,mobile,ads
2604,2024-03-01,US,MOBILE,organic
2605,2024-01-17,US,mobile,ads
2606,2024-02-17,US,Mobile,organic
2607,2024-03-30,,Mobile,organic
2608,2024-01-06,India,Mobile,organic
2609,2024-02-22,UK,Mobile,referral
2610,2024-03-14,US,MOBILE,referral
2611,2024-01-19,India,mobile,organic
2612,2024-02-28,India,MOBILE,referral
2613,2024-01-16,India,desktop,ads
2614,2024-01-04,UK,desktop,referral
2615,2024-03-21,UK,desktop,organic
2616,2024-02-21,UK,mobile,ads
2617,2024-01-30,India,Mobile,organic
2618,2024-02-08,US,desktop,organic
2619,2024-03-28,UK,MOBILE,referral
2620,2024-01-31,US,MOBILE,ads
2621,2024-03-17,US,Mobile,referral
2622,2024-01-06,,Mobile,ads
2623,2024-01-09,India,MOBILE,ads
2624,2024-01-24,UK,mobile,organic
2625,2024-02-11,UK,mobile,ads
2626,2024-01-29,India,Mobile,organic
2627,2024-01-18,US,desktop,ads
2628,2024-03-08,,Mobile,ads
2629,2024-02-29,,Mobile,ads
2630,2024-03-20,UK,MOBILE,ads
2631,2024-01-14,UK,desktop,organic
2632,2024-02-27,US,Mobile,ads
2633,2024-03-17,US,mobile,organic
2634,2024-02-23,US,MOBILE,organic
2635,2024-02-01,,desktop,organic
2636,2024-03-24,US,desktop,ads
2637,2024-02-14,UK,mobile,organic
2638,2024-02-13,UK,desktop,referral
2639,2024-02-17,India,MOBILE,organic
2640,2024-03-19,India,Mobile,ads
2641,2024-01-13,UK,MOBILE,ads
2642,2024-02-27,US,mobile,organic
2643,2024-03-27,UK,MOBILE,organic
2644,2024-01-14,,desktop,organic
2645,2024-01-27,UK,Mobile,organic
2646,2024-02-13,India,MOBILE,organic
2647,2024-03-04,UK,mobile,ads
2648,2024-01-22,UK,mobile,organic
2649,2024-01-29,India,mobile,organic
2650,2024-01-24,UK,mobile,organic
2651,2024-03-11,UK,mobile,organic
2652,2024-03-16,India,mobile,organic
2653,2024-02-09,UK,desktop,organic
2654,2024-02-03,,mobile,organic
2655,2024-03-05,US,MOBILE,ads
2656,2024-02-23,UK,desktop,organic
2657,2024-02-28,UK,mobile,ads
2658,2024-01-22,,mobile,organic
2659,2024-02-19,US,Mobile,ads
2660,2024-03-09,India,mobile,referral
2661,2024-03-22,India,Mobile,referral
2662,2024-02-20,US,Mobile,organic
2663,2024-01-06,India,desktop,organic
2664,2024-03-13,US,mobile,ads
2665,2024-01-25,UK,mobile,organic
2666,2024-02-12,UK,mobile,organic
2667,2024-03-01,India,mobile,organic
2668,2024-03-16,UK,MOBILE,ads
2669,2024-01-30,UK,MOBILE,organic
2670,2024-02-07,UK,Mobile,organic
2671,2024-01-12,India,MOBILE,referral
2672,2024-02-18,US,desktop,referral
2673,2024-03-20,India,Mobile,organic
2674,2024-03-27,UK,mobile,organic
2675,2024-03-13,UK,MOBILE,ads
2676,2024-02-12,US,desktop,organic
2677,2024-01-05,US,mobile,referral
2678,2024-02-10,US,MOBILE,organic
2679,2024-03-07,,desktop,ads
2680,2024-03-22,UK,mobile,organic
2681,2024-01-26,India,Mobile,referral
2682,2024-02-18,UK,Mobile,referral
2683,2024-03-09,US,Mobile,referral
2684,2024-01-03,UK,MOBILE,referral
2685,2024-02-28,India,Mobile,ads
2686,2024-01-09,US,mobile,ads
2687,2024-01-26,US,desktop,referral
2688,2024-01-10,UK,mobile,organic
2689,2024-01-15,India,MOBILE,ads
2690,2024-01-20,US,Mobile,referral
2691,2024-01-01,US,Mobile,organic
2692,2024-03-12,,desktop,organic
2693,2024-01-15,UK,mobile,referral
2694,2024-02-26,,desktop,organic
2695,2024-02-03,UK,mobile,referral
2696,2024-03-12,UK,Mobile,organic
2697,2024-02-02,US,mobile,organic
2698,2024-03-07,UK,Mobile,ads
2699,2024-03-30,UK,mobile,organic
2700,2024-01-04,India,mobile,organic
2701,2024-02-06,UK,mobile,ads
2702,2024-01-12,UK,MOBILE,organic
2703,2024-02-13,US,desktop,organic
2704,2024-01-04,US,Mobile,organic
2705,2024-01-10,UK,Mobile,referral
2706,2024-01-19,India,MOBILE,referral
2707,2024-03-18,US,desktop,organic
2708,2024-03-27,India,desktop,organic
2709,2024-01-26,India,MOBILE,ads
2710,2024-03-07,India,MOBILE,organic
2711,2024-01-19,UK,MOBILE,organic
2712,2024-03-27,India,mobile,referral
2713,2024-02-17,UK,desktop,ads
2714,2024-03-23,US,desktop,organic
2715,2024-02-08,India,MOBILE,organic
2716,2024-01-12,India,MOBILE,ads
2717,2024-03-21,US,Mobile,ads
2718,2024-03-24,US,mobile,referral
2719,2024-01-10,UK,desktop,organic
2720,2024-03-26,UK,mobile,ads
2721,2024-03-19,UK,Mobile,ads
